block,street name,storey,floor area (sqm),flat model,lease commence year,remaining lease (yr),resale price ($),resale registration date
1E,Cantonment Rd,25 to 27,94,Type S1,2011,88.92,950000,Feb 2021
1E,Cantonment Rd,31 to 33,94,Type S1,2011,88.92,1000000,Feb 2021
10,Jln Kukoh,10 to 12,107,Adjoined Flat,1971,49.42,538000,Feb 2021
661,Buffalo Rd,19 to 21,82,Improved,1982,60.42,480000,Jan 2021
1E,Cantonment Rd,10 to 12,93,Type S1,2011,89.08,920000,Jan 2021
672B,Klang Lane,01 to 03,85,Model A,2002,80.58,480000,Jan 2021
672B,Klang Lane,01 to 03,85,Model A,2002,80.5,480000,Jan 2021
642,Rowell Rd,19 to 21,103,Model A,1984,62.08,595000,Jan 2021
232,Bain St,13 to 15,82,Improved,1980,58.5,635000,Dec 2020
233,Bain St,22 to 24,82,Improved,1980,58.42,710000,Dec 2020
663,Buffalo Rd,19 to 21,82,Improved,1982,60.42,495888,Dec 2020
1G,Cantonment Rd,16 to 18,95,Type S1,2011,89.17,935000,Dec 2020
663,Buffalo Rd,13 to 15,91,Improved,1982,60.5,485000,Nov 2020
1B,Cantonment Rd,19 to 21,93,Type S1,2011,89.17,950000,Nov 2020
1E,Cantonment Rd,13 to 15,95,Type S1,2011,89.17,925000,Nov 2020
1E,Cantonment Rd,28 to 30,97,Type S1,2011,89.25,1020000,Nov 2020
1G,Cantonment Rd,25 to 27,94,Type S1,2011,89.25,930000,Nov 2020
26,Jln Berseh,10 to 12,87,Improved,1979,57.67,455000,Nov 2020
671B,Klang Lane,04 to 06,85,Model A,2003,81.25,470000,Nov 2020
671B,Klang Lane,13 to 15,75,Model A,2003,81.33,505000,Nov 2020
335B,Smith St,13 to 15,82,Improved,1984,62.42,681000,Nov 2020
634,Veerasamy Rd,13 to 15,111,Model A,1985,63.83,586000,Nov 2020
